severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2023-03-05T21:09:56+0000		6.0		javascript:S3504	React:-desenvolvendo-em-React-Router-com-JavaScript	5min		Unexpected var, use let or const instead.	2023-03-05T21:09:56+0000	CODE_SMELL	true	"bad-practice / es2015 / "	React:-desenvolvendo-em-React-Router-com-JavaScript:ola-mundo-aula-5/src/componentes/PostCard/index.js		MAIN	{startLine=6.0, endLine=6.0, startOffset=1.0, endOffset=12.0}	5min	AYaznFOk1m6JgciZ1o4y	a959625f46f5ecfb513690c3e7ec72db	OPEN
CRITICAL	2023-03-05T21:09:56+0000		8.0		javascript:S2871	React:-desenvolvendo-em-React-Router-com-JavaScript	10min		Provide a compare function to avoid sorting elements alphabetically.	2023-03-05T21:09:56+0000	BUG	true	"bad-practice / "	React:-desenvolvendo-em-React-Router-com-JavaScript:ola-mundo-aula-5/src/componentes/PostCard/index.js		MAIN	{startLine=8.0, endLine=8.0, startOffset=9.0, endOffset=13.0}	10min	AYaznFOk1m6JgciZ1o4z	5a7bd29cc8d992306808e462ca5a308b	OPEN
