severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MAJOR	2023-03-05T22:46:53+0000		63.0		python:S125	Raspberry-Pi-parte-3:-Carro-espiao-com-camera-wifi-e-sensor	5min		Remove this commented out code.	2023-03-05T22:46:53+0000	CODE_SMELL	false	"unused / "	Raspberry-Pi-parte-3:-Carro-espiao-com-camera-wifi-e-sensor:controle.py		MAIN	{startLine=63.0, endLine=63.0, startOffset=0.0, endOffset=14.0}	5min	AYaz9QFR1m6JgciZ1-gY	05ccdb3f5255a88ebe1fa5a09e191026	OPEN
MAJOR	2023-03-05T22:46:53+0000		34.0		python:S125	Raspberry-Pi-parte-3:-Carro-espiao-com-camera-wifi-e-sensor	5min		Remove this commented out code.	2023-03-05T22:46:53+0000	CODE_SMELL	false	"unused / "	Raspberry-Pi-parte-3:-Carro-espiao-com-camera-wifi-e-sensor:distancia.py		MAIN	{startLine=34.0, endLine=34.0, startOffset=0.0, endOffset=15.0}	5min	AYaz9QFU1m6JgciZ1-gZ	1368089a389311b2bb21b8e503c6e57d	OPEN
